id_participant,id_zoom,coef_corrrelation
1,0,-0.9755149958766448
1,1,-0.10186888281129694
1,2,0.6931108247286014
1,3,-0.8854123974920841
1,4,-0.923516279630109
1,5,0.01054330065045847
1,6,-0.8821521062717559
1,7,0.12687051291294624
1,8,-0.8608872912749956
1,9,-0.3922786698392688
1,10,-0.8311983727032927
1,11,-0.9987499419947998
1,12,-0.14737818280553386
1,13,-0.49086070353586236
1,14,-0.7857975960323548
1,15,0.9992698648552295
1,16,-0.8579510822043105
1,17,0.30541633551786085
1,18,0.16784866313672006
1,19,-0.9941469775204071
1,20,0.5869793090254753
1,21,-0.22544032872166256
1,22,-0.7611452321884515
1,23,-0.5020441586394908
1,24,-0.43124791966364123
1,25,0.3872685278472431
1,26,0.8655823421711768
1,27,-0.21371514142594938
1,28,0.9435671191990023
1,29,0.08955758142961547
1,30,-0.9667073758631068
1,31,0.32864117771066054
1,32,0.45248679098867417
1,33,-0.9506365947227833
1,34,-0.7242474654432731
1,35,-0.8964707988325936
1,36,-0.9259087545201361
1,37,-0.8436561342060923
1,38,-0.6905609360319166
1,39,0.3908705975433354
1,40,-0.9682704514910322
1,41,0.9979458490841282
1,42,-0.6640700644724904
1,43,0.9979588330906859
1,44,0.7783881088804221
1,45,-0.7862761613807786
1,46,0.7111912787400579
1,47,-0.9679326219269869
1,48,-0.4052721319973891
1,49,-0.8751069422560344
1,50,0.5372497301299637
1,51,-0.8856607753423088
1,52,0.39724591952998684
1,53,-0.179604191111083
10,0,-0.45741077553586434
10,1,-0.1759135682393291
10,3,-0.04813067632160434
10,4,0.9681194291111554
10,5,0.9434146133527
10,6,-0.999634077159568
10,7,-0.8744254708572335
10,8,0.9935812017120174
10,9,0.20327318188279264
10,10,0.1990107418927836
10,11,0.9956756975073072
10,12,0.9531104514314817
10,13,-0.6266717183639522
10,14,0.9283735486962401
10,15,-0.9569603981152941
10,16,-0.32038642878061874
10,17,-0.23867390553322254
10,18,0.9945365178913329
10,19,-0.9583957247672191
10,20,-0.9558128585709512
10,22,-0.8164156935049495
10,23,0.9996343272067686
10,24,0.10651970614350117
10,25,-0.24565245013014042
10,26,0.4975142319625413
10,27,0.7501718107083548
10,28,0.22066876827257018
10,29,-0.9460514626453225
10,30,-0.13144311149991397
10,31,-0.9070777094536602
10,32,-0.8685681576755878
10,33,-0.491474588908272
10,34,0.9935949784553526
10,35,-0.9829227373000872
10,36,0.201332861524911
10,37,0.9416723347057654
10,38,0.6057498303394054
10,39,-0.6385468737418657
10,40,-0.5127854427758797
10,41,0.2881760539705694
10,42,0.1418888881733047
10,43,-0.271623920131707
10,44,0.9492905295319963
10,45,0.7624252722032508
10,46,-0.3673722888148927
10,47,-0.9154698363520604
10,48,0.9026939735761739
10,49,0.9090762780668871
11,0,-0.989010931594906
11,1,-0.9963175757137492
11,2,-0.8711207461951903
11,3,-0.9915923417207191
11,4,0.9566571776118651
11,5,-0.9956012344173437
11,6,-0.9994800049996769
11,7,0.6161685694099898
11,8,0.46122636660395216
11,9,0.8107927006538838
11,10,0.02156626869909847
11,11,-0.8635242065659333
11,12,0.4166104496897621
11,13,0.8574238474399106
11,14,0.34192412536599964
11,17,0.9935635705670448
11,18,-0.980657623182501
11,19,0.5372401122920367
11,20,0.9387112528189558
11,21,0.94916786547578
11,22,0.9545400584242684
11,23,0.611806600385217
11,24,-0.16354631566430636
11,25,0.7630972474357881
11,26,0.7628286648383245
11,27,0.6930885973101766
11,28,-0.10194148448201466
11,29,-0.25439909146652046
11,30,-0.34205902473356564
11,31,0.904701584395203
11,32,0.980015363842711
11,33,-0.02888931329428035
11,34,0.9984983127947058
11,35,0.9845918151440143
11,36,0.797160065864295
12,0,-0.9975415411908057
12,1,-0.4158420937597441
12,2,0.9896924384267429
12,3,-0.47761793201404573
12,4,-0.9060006537005454
12,5,-0.913027554744177
12,6,-0.9222244273043766
12,7,0.9854491612345788
12,8,0.9714589966965149
12,9,-0.9932615212082496
12,10,0.9481371395182518
12,11,0.7884424790607482
12,12,-0.7932372004886048
12,13,-0.800936012164817
12,14,-0.7636832586558262
12,15,0.8465868103701889
12,16,0.974753168392477
12,17,0.6020972644731477
12,18,0.3205271388783216
12,19,-0.980560779184953
12,20,-0.6308210118872374
12,21,-0.9717005568746362
12,22,0.24376830968719385
12,23,-0.9756288648029455
12,24,-0.9925591980116906
12,25,-0.7401129319989763
12,26,0.9830117173230287
12,27,-0.9537097107804066
12,28,0.3966153567162224
12,29,-0.9512400935127585
12,30,0.20929119238645688
12,31,-0.9069230644746057
12,32,-0.5811362710863228
12,33,-0.7750650685297359
12,34,-0.9881533492612135
12,35,0.6336235970874343
12,36,0.9328820132491485
12,37,-0.99708647693165
12,38,0.7629939568058831
12,39,-0.9638068217880991
12,40,-0.5753856871493516
12,41,-0.9907682519565197
12,42,-0.40535481707240245
12,43,0.29785283535359236
12,44,-0.06419701951164884
12,45,-0.7412183632653517
12,46,0.01428197845605623
12,47,-0.7117098291407672
12,48,-0.8968344393843419
12,49,0.9964180435490765
12,50,-0.9128452014353329
12,51,-0.699595350446562
12,52,-0.8711191566502132
12,53,-0.5335460331638089
12,54,0.9036718187516688
12,55,0.9332803501074578
12,56,-0.7613448401082966
12,57,-0.8766956972497367
13,0,-0.8975094421562491
13,1,-0.49819786640061203
13,2,0.81955235303602
13,3,0.6643374853599743
13,4,0.9999740627617533
13,5,-0.9962936600829609
13,6,0.9605588683181792
13,7,0.8234617931469183
13,8,-0.9075495893917375
13,9,0.935532568169859
13,10,-0.8629802171819511
13,12,-0.8316186319681151
13,13,-0.9823110252572539
13,14,-0.2561300703548795
13,15,-0.2477133037149837
13,16,0.9857146260623625
13,17,0.6848755003927711
13,18,0.6082579134910047
13,19,0.8286261577745204
13,20,0.5066020711453891
13,21,-0.1391519493494766
13,22,0.8804392760155526
13,23,0.9890057048292699
13,24,-0.8864265373706878
13,25,0.48901652706535875
13,26,0.4272123183476078
13,27,0.5593048036028468
13,28,-0.18032287659100255
13,29,0.7662706091612018
13,30,0.02405094915775256
13,31,-0.3376295255127274
13,32,0.3540926048204639
13,33,0.22453326175802027
13,34,-0.005163876899321406
13,35,0.9076776729867556
13,36,-0.9880353711422536
13,37,-0.9533265411203103
13,38,-0.8745471371848699
13,39,0.8787340667697761
13,40,0.6075707355139411
13,41,0.9342599388000282
13,42,-0.6630138550424733
13,43,-0.4780253035869271
13,44,0.38113001330150725
13,45,0.9691512814279347
13,46,0.6628694002139398
13,47,0.6317619719064844
13,48,0.8959777676411026
13,49,-0.35970707941296975
13,50,0.8731720079758734
13,51,0.847179094281843
13,52,0.5692994557398967
13,53,0.541770605091228
13,54,0.23175351356991072
15,0,0.7328294357114119
15,1,0.9852716877104503
15,2,0.9182798696200403
15,3,0.5130868064620369
15,4,0.7011336061640722
15,5,-0.98543504515987
15,6,-0.8182031123243733
15,7,0.052107480348490255
15,8,0.9468342425397026
15,9,0.1940153375926062
15,10,0.8740865585187179
15,11,0.3155552702581796
15,12,-1.0
15,14,0.9748225879932084
15,15,-0.992629386054709
15,16,0.23147815679966355
15,17,0.9370911353176313
15,18,0.44014042131186165
15,19,0.9986792349110383
15,20,0.8788732201323577
15,21,0.40004479862644227
15,22,0.6016707324646388
15,24,-0.9834046551651648
15,25,-0.8077808570298048
15,26,0.6004468686878154
15,27,1.0
15,28,-0.7993677677122608
15,29,-1.0
15,30,0.63516162604556
15,31,-0.8559968417832636
15,32,0.4215794922758869
15,34,-0.9989842445991642
15,37,0.9977196765165722
15,42,0.1995615700630799
15,43,-0.9300505220244841
15,44,-0.9887278819949658
15,45,1.0
15,46,-0.9973518276760093
15,48,-1.0
15,49,0.4358468282801211
15,50,0.7941581794034679
15,51,-0.9982436335646898
15,53,-0.8538488147064655
15,55,0.6734888898779597
15,56,0.9998956834287439
15,58,0.6879452034242849
15,59,0.9998428621172972
15,60,-0.39710888975455144
15,61,0.3026542743965545
15,62,0.6473398124310072
15,63,-0.5915248754387138
15,64,-0.9997475879718848
15,67,0.7940642117323573
15,68,0.58473790033692
15,69,0.17953727856989105
15,71,0.8733488880955125
15,72,-0.9063067177807052
15,73,-1.0
16,0,0.8003712062070455
16,1,0.539906075579219
16,2,0.5429073086771268
16,3,-0.7185283829954946
16,4,-0.9917368873120395
16,5,0.4600971734246515
16,6,-0.3855874993888216
16,7,-0.7526896310146772
16,8,-0.39925739859168097
16,9,-0.8785509509356996
16,10,0.738494147168818
16,11,0.6194374390470523
16,12,0.7330939938249587
16,13,0.9983575105703181
16,14,0.2165536891439436
16,16,0.7592280401048003
16,17,0.6881932097063801
16,18,0.1366026856093552
16,19,0.11828625710402198
16,20,-0.7529974315535725
16,21,-0.33795127150275994
16,22,0.9669756720729334
16,23,-0.9464735901066724
16,24,-0.44345384542725275
16,25,0.7058009088354501
16,26,0.07091778177502786
16,27,0.7620244645661288
16,28,-0.8515290105263758
16,29,-0.8979098781279732
16,30,0.7967207388849316
16,31,0.5623729396129158
16,32,0.8915907216064857
16,33,0.8910601748509152
18,0,-0.43294038953277325
18,1,0.22831063217448433
18,2,0.816283335490927
18,4,0.3006643248982629
18,5,0.6152645166602515
18,6,0.2033114056128801
18,7,-0.45089526389349566
18,10,0.898040823988349
18,11,0.9853782656062146
18,12,0.9573890033372224
18,13,-0.9091887931321521
18,16,0.0003783539476618695
18,17,0.6445020966814244
18,18,0.7924163795436684
18,19,0.5794732700211566
18,20,0.9320164254091065
18,21,0.8808813419734174
18,23,0.9465772113612095
18,24,0.4294592211816763
18,25,0.7355947891420046
18,26,0.7423822127612966
18,27,-0.7940798893465217
18,28,0.8861883197828567
18,29,0.9823197296462918
18,32,0.9899998290872359
18,33,0.6192276496838608
18,34,0.762481102157278
18,35,0.9702759807598741
18,36,0.8496638889955302
18,37,0.7351461076623601
18,38,0.9733462271383055
18,39,0.6539074173872673
18,40,0.9431179087721405
18,41,0.9179076419117959
18,42,-0.9848451320503879
18,43,-0.9343872179211814
18,44,0.8037200141302289
19,0,0.9922850659966312
19,1,-0.9518955194371485
19,2,-0.8883294352275591
19,3,0.6324169680609801
19,4,-0.4590902268429775
19,5,-0.17074342267292922
19,6,0.23296072654141772
19,7,0.5480648523686443
19,8,-0.9080485325665141
19,9,-0.9241638737481658
19,10,0.9116818190919066
19,11,-0.9998163817817267
19,12,0.9278531797427882
19,13,-0.48919068453724973
19,15,-0.30080721763292523
19,16,-0.5513046065193314
19,17,-0.9624193723858051
19,18,-0.4815475336381358
19,19,-0.6168076236910457
19,20,0.6650625574658152
19,21,0.8989715132212271
19,22,-0.9700682686293932
19,23,-0.8973116573249957
19,24,-0.519987564415325
19,25,-0.4707358401541801
19,26,-0.7076318650886103
19,27,-0.16893256592452208
19,28,0.7653054498230902
19,29,-0.9871854897344818
19,30,-0.9117390131005781
19,31,-0.803254656611886
19,32,-0.7819226610196718
19,33,-0.6308147870540208
19,34,-0.909549006371118
19,35,-0.7093812914883058
19,36,-0.971715313788297
19,37,-0.05174893062458528
19,38,-0.11877651766124063
19,39,-0.7418898176281643
19,40,-0.4974505443974144
19,41,0.901386968390846
19,42,0.5599019528649097
19,43,-0.7666914857241404
19,44,-0.9895074341812325
19,45,-0.9149395813321508
19,46,-0.9056916746352428
19,47,0.8181990491907762
19,48,-0.2757263492428739
19,49,-0.9708225239932629
19,50,-0.7014315942255631
20,0,0.9850332464443522
20,1,-0.9996336581660804
20,2,0.4578298053514771
20,3,0.7184179204703603
20,4,0.6124059874220477
20,5,-0.8737118986363313
20,6,-0.94123214546687
20,7,-0.9824972655267415
20,8,-0.8626257965367691
20,9,-0.8934802063381848
20,10,-0.6680200589566935
20,11,0.9832204827742184
20,12,0.9231330211173582
20,13,0.4583662291548242
20,14,0.5011408279839534
20,15,0.7590572590346314
20,16,0.24336067623204477
20,17,0.9856757720596478
20,18,0.9329011210565867
20,19,-0.5407705482402743
20,20,0.9986233974212417
20,21,0.8257464086991945
20,22,-0.9089675149131029
20,23,-0.9971624259139975
20,24,0.881775714645296
20,25,0.02627625401559799
20,26,0.8978702662821726
20,27,0.9959636452872261
20,28,-0.5493642486358324
20,29,0.8247819042805881
20,30,-0.9883915392860769
20,31,-0.882563282035828
20,32,0.9960681343682036
20,33,-0.13322118544730105
20,34,0.9061514870258076
20,35,-0.9600823095077814
20,36,0.9219950421895936
20,37,0.9518963726347505
20,38,-0.8035616679841053
20,39,-0.4959197686646634
20,40,0.12326948908320319
20,41,0.7113694234070945
3,0,-0.6696141598676206
3,1,0.5608391388825062
3,2,0.3083143706535981
3,3,-0.6516862103086278
3,4,-0.21856187921318485
3,5,0.9218907276351681
3,6,-0.6702253481714003
3,7,0.029802247054625915
3,8,-0.42057002791766784
3,9,-0.9164113841206083
3,11,0.9878838151432381
3,12,0.8129708649459743
3,13,-0.6653883463629889
3,14,-0.5825165909381995
3,15,0.9405633695265745
3,16,0.6828092710950648
3,17,0.692513083004324
3,18,0.40187537988824923
3,19,-0.998535014233275
3,20,0.7785655297179122
3,21,0.895865486324892
3,22,0.981407662045661
3,23,-0.7074135478311587
3,24,0.33023015796015087
3,25,0.7915203996601609
3,26,-0.42796693257654034
3,28,0.9814671252757935
3,29,0.8112784618112079
3,30,-0.7770512313505743
3,31,-0.8364541630134339
3,32,-0.711700656096065
3,33,0.785120358484174
3,34,0.8890752958689814
3,35,-0.3671053494828945
3,36,0.9291234702233566
3,37,-0.7415343743438404
3,38,0.9647589958507822
3,39,0.1713194671017268
3,40,0.89040647758311
3,41,0.9083783127848049
3,42,0.9178936180080416
3,43,0.4461699580403025
3,44,0.96219486732223
3,45,-0.15189953298139702
3,46,0.7654020588707541
3,47,-0.8673181414709367
3,48,-0.9872617523615795
3,49,0.8496971449353969
3,50,0.9044928093714515
3,51,0.8563884341376083
3,52,0.7172343826877222
3,53,0.9672215582261146
3,54,-0.7897856022629731
3,55,-0.4726521090652523
3,56,0.4426894456844699
3,57,-0.00711218758719014
3,58,0.16139286070059308
4,0,-0.8496508607830411
4,1,0.5370277929275724
4,2,-0.14679989259961007
4,3,-0.8815332950583377
4,4,0.6650795921385332
4,5,-0.968564404031477
4,6,0.025707618309979287
4,7,0.9444985600392751
4,8,0.8717770405419417
4,9,0.8911987929687417
4,10,-0.760147742630658
4,11,-0.9296114346357163
4,12,-0.06879445888131981
4,13,0.7058060147818597
4,14,-0.9955726682912772
4,15,-0.4530237107200316
4,21,-0.510236316829782
4,22,0.21215561460446902
4,23,0.8976360945206261
4,24,-0.8897732325797219
4,25,-0.45328593696923153
4,26,0.8567144842912793
4,27,-0.36505618787480454
4,28,-0.8217702420923131
4,29,0.9948027753724135
4,30,0.1390790523228597
4,31,-0.6860712314044592
4,32,0.8309591310750871
4,33,-0.24058493214033672
4,34,0.9438020252985866
4,35,-0.7060573913095046
4,36,0.912913399825582
4,37,0.07248139192264272
4,38,-0.8634336611437446
4,39,0.7696263417264307
4,41,0.8043349413111434
4,42,0.13569252985872163
4,43,0.1779139631644821
4,44,0.18163006519475422
4,45,-0.16895907719199174
4,46,-0.6409110836056232
4,47,-0.7700231144577053
4,48,-0.7106840227083957
4,49,0.26921379569565473
4,50,0.8826517587772027
4,51,0.7738220865627372
5,0,-0.021053944654539407
5,1,0.8966989146522308
5,2,-0.19159184494379794
5,3,-0.48388125317079006
5,4,0.07073163415635252
5,5,-0.9813604889363304
5,6,-0.9912969214065455
5,7,0.6942410247195941
5,8,-0.9405747528827705
5,9,-0.721909681168812
5,10,0.7950719760436616
5,11,0.28473179572280444
5,12,-0.04247842652013594
5,13,-0.3591471016745895
5,14,0.9691910965679902
5,15,-0.6668061508392517
5,16,-0.8257445618210242
5,17,0.9915527097539228
5,18,-0.9976485414095317
5,19,0.2206083489734138
5,20,0.9851094345784865
5,21,0.5016204236254892
5,22,0.3513872255955986
5,23,-0.40594736389617214
5,24,-0.630787064800623
5,25,-0.9395205925537098
5,26,0.7112848328395431
5,27,-0.649215407392108
5,28,-0.6425883327143552
5,29,0.9098715107422032
5,30,0.37055306134306076
5,31,-0.0857440922937708
5,32,-0.7049832441434304
5,33,-0.7554264776410121
5,34,0.9763730481637659
5,35,-0.00438689747707351
5,36,1.0
5,37,0.40589103998292053
6,0,-0.9602954942204205
6,1,0.9541867744517704
6,2,-0.8080126702251066
6,3,-0.8967511788552405
6,4,0.9990231244389619
6,5,-0.964441869724496
6,6,0.7704043133903247
6,7,0.5466843807925573
6,8,-0.7206262969401017
6,9,-0.9728612013763984
6,10,0.6879345631208871
6,11,-0.7769446567880517
6,12,-0.7570551796093855
6,13,0.7232506840653
6,14,-0.7681279744106992
6,15,0.6055615922787052
6,16,0.8916767475302443
6,17,-0.9622296498916316
6,18,0.15467671829499124
6,19,-0.9975697433613447
6,20,-0.9387268200179094
6,21,-0.6456781461641451
6,22,-0.8528950233319865
6,23,-0.6685953412495668
6,26,-0.9948572573193488
6,28,-0.8223307732363458
6,29,0.16711162074247643
6,30,0.8236865943274553
6,31,0.293931651039297
6,32,-0.9142683632253891
6,33,-0.213618980107114
6,34,0.6766463622277633
6,35,-0.930014593647754
6,36,-0.22044500103527717
6,37,-0.2763965562630845
6,38,-0.2175073778375377
6,39,0.4705396093832394
6,40,0.5243739128111398
6,41,0.5545558932659738
6,42,0.9486017901768644
6,43,-0.3255997660658523
6,44,0.26128726560929044
6,45,-0.902598007566023
6,46,-0.9302235938342497
6,47,0.8888255191390559
6,48,-0.9839017012323996
6,49,-0.9931919511157858
6,50,0.6598102123294506
6,51,-0.3100765856946761
6,52,-0.9986025292413
6,53,-0.9819669239182616
6,54,0.8357180196658683
7,0,0.2757761003148225
7,1,-0.1722251550993269
7,2,0.9575765125908163
7,3,0.7750957586521213
7,4,0.994916063618878
7,5,0.9873688098019324
7,6,-0.8744373002088749
7,7,-0.8563594535680313
7,8,-0.9812725956733067
7,9,-0.8499805091214412
7,10,-0.8900112932390303
7,11,-0.5641484163930275
7,12,0.9636898529964134
7,13,0.1135864434201918
7,14,-0.6165169307180409
7,15,-0.9234936798355913
7,16,-0.7454847108890776
7,17,0.9050639295005768
7,18,0.8773944865719154
7,19,-0.16592113237614706
7,20,0.299496772631679
7,21,0.9534881723024105
7,22,0.9883098189915334
7,23,-0.4108285807947022
7,25,0.9935603000170953
7,26,0.2042411650830261
7,27,-0.8706139220025569
7,28,0.19008224498186915
7,29,0.4825817513655091
7,30,-0.9595039689156576
7,31,0.6443505207043907
7,32,-0.017834108682333438
7,33,-0.0597534498888376
7,34,0.9589317651691486
7,35,0.9861444207857661
7,36,-0.9239621111494757
7,37,0.05277743682610016
7,38,-0.96516262465938
7,39,0.5984378049084393
7,40,-0.9831618495405766
7,41,0.8329574789718978
7,42,0.9791324372320268
7,43,0.6806603273019923
7,44,-0.7922933544738361
7,45,-0.9904074475084061
7,46,-0.29230906996441813
7,47,0.13406387560493158
7,48,-0.9292991368228735
7,49,0.7358216620117337
7,50,-0.20686419829236302
7,51,-0.7068140027965238
8,0,-0.534405680858159
8,1,0.952393952796714
8,2,-0.9525694142334241
8,3,-0.9994261726314606
8,4,0.8991117229354091
8,5,-0.9660290000839776
8,6,-0.9231764430570643
8,7,0.9786995962934035
8,8,-0.9660682066762513
8,9,-0.9856515759080606
8,10,0.006945314975804131
8,11,0.722149921438748
8,12,-0.9712756814819348
8,13,-0.24194160942794915
8,14,0.6401745825541311
8,15,0.058604172664192905
8,16,-0.41162728482807726
8,17,-0.04723389151655598
8,18,-0.998586002246895
8,19,0.8393703663690835
8,20,0.8357757743398495
8,21,0.999202101085037
8,22,-0.9883266869566671
8,23,0.9829523152680498
8,24,0.9123388202887142
8,25,0.7797379603378887
8,26,0.3024507234082036
8,27,0.8372477473312505
8,28,0.9553138424876956
8,29,-0.6502193566473946
8,30,0.9392156053545722
8,31,-0.9386812424528712
8,32,-0.14433238407684734
8,33,0.3818710360731239
8,34,-0.827790763609229
8,35,-0.9781810267434143
8,36,0.8820781501875431
8,37,-0.6342655927405673
8,38,-0.9010886912310602
8,39,0.8641084832898205
8,40,0.8679668809540141
8,41,0.4813784571061498
9,0,0.2519318856412261
9,1,-0.9799329417561897
9,2,-0.9710664156331322
9,3,-0.6649811090754915
9,4,0.9145456955862076
9,5,-0.9978536834825393
9,6,0.7742294770030763
9,7,-0.9041628568922712
9,8,0.6445740508802552
9,10,-1.0
9,12,0.7205081965977604
9,13,-0.5866296970835785
9,14,-0.16171326780980583
9,15,-0.932212696639429
9,16,-0.882237803715009
9,17,0.10848535113704072
9,18,0.8633522839231113
9,19,0.011488434730976334
9,20,0.9041250604720111
9,21,-0.535459830455628
9,22,-0.20302960600632544
9,23,-0.8065905898937045
9,24,-0.012170393202965988
9,25,0.4735340963211575
9,26,0.8105896748232678
9,27,-0.5653245438130753
9,28,0.8823175888498178
9,29,0.7869433882083199
9,30,-0.7982939098402849
9,31,0.21658560789461842
9,32,0.9992600151069747
9,33,0.28931076321014976
9,34,0.7579330471731428
9,35,0.9014156505446098
9,36,0.8231173984593432
9,37,0.5303444861515627
9,38,0.8597218012898118
9,39,0.947912977443707
9,40,-0.5602843332737873
9,41,-0.8972008140493599
9,42,-0.05395771100708724
9,43,0.9360820294423301
9,44,0.8941298361510583
9,45,0.9113891883623855
9,46,-0.9766636107174427
